vehicle_id,manufacturer_id,dealer_id,customer_id,vin,model_name,vehicle_type,fuel_type,transmission,manufacturing_year,color,price,sale_date,vehicle_status,created_at
169,3,43,6046.0,GFBKDAOOFTTKIPLJR,Venue,SUV,Petrol,Manual,2021,Red,1064815.0,2020-06-28,SOLD,2026-08-14 11:46:17
170,10,50,1669.0,OGKWNAMKJAEUULEZS,Model 3,Sedan,Electric,Automatic,2022,White,1938303.0,2026-01-05,SOLD,2026-08-14 11:46:17
171,20,21,2178.0,ISKOFWOOMWZADKIAQ,Fortuner,SUV,Diesel,Automatic,2023,Grey,1970783.0,2023-09-22,SOLD,2026-08-14 11:46:17
172,16,5,,ERHBIVHVSAUFQIKLI,Swift,Hatchback,Petrol,Manual,2024,Blue,4265743.0,,AVAILABLE,2026-08-14 11:46:17
173,8,33,218.0,NRBUJOYGPCTJXRPQZ,Virtus,Sedan,Petrol,Automatic,2019,Silver,677950.0,2022-08-10,SOLD,2026-08-14 11:46:17
174,8,48,1301.0,GVYYIEPZSSGPMZRVU,Camry,Sedan,Hybrid,Automatic,2023,Red,1653899.0,2020-09-02,SOLD,2026-08-14 11:46:17
175,10,13,622.0,XHRDVSMEYCCEVRFFX,XUV700,SUV,Diesel,Automatic,2023,Black,4222245.0,2022-09-02,SOLD,2026-08-14 11:46:17
176,9,21,6798.0,AVCOPNDXPHOFBVEQT,Nexon EV,SUV,Electric,Automatic,2021,Grey,698754.0,2023-03-27,SOLD,2026-08-14 11:46:17
177,11,22,,NWRJDCDRLZTHFHETP,Creta,SUV,Petrol,Automatic,2021,Grey,953605.0,,AVAILABLE,2026-08-14 11:46:17
178,8,39,3008.0,VMRJZOOFORIDOIJAV,Fortuner,SUV,Diesel,Automatic,2019,Red,550689.0,2024-12-16,SOLD,2026-08-14 11:46:17
179,3,13,2319.0,MJNEHSNYKSHDZHJZZ,Nexon EV,SUV,Electric,Automatic,2019,Black,1553282.0,2022-04-16,SOLD,2026-08-14 11:46:17
180,19,36,,RNLGXFUTEGBNWRPQZ,Thar,SUV,Diesel,Manual,2024,Grey,1155691.0,,AVAILABLE,2026-08-14 11:46:17
181,15,20,4013.0,MKQROMELSQHNPBYBB,Scorpio,SUV,Diesel,Manual,2021,Silver,1980048.0,2024-10-02,SOLD,2026-08-14 11:46:17
182,10,37,3300.0,DQVJPDPTBOAIUPDKB,City,Sedan,Petrol,Automatic,2019,Silver,4536352.0,2023-01-18,SOLD,2026-08-14 11:46:17
183,13,25,6926.0,ZJMVLPWODQZCYUCZD,Scorpio,SUV,Diesel,Manual,2020,Red,4135878.0,2025-08-31,SOLD,2026-08-14 11:46:17
184,1,49,1364.0,CIJTTCGLPBMCQNZDK,Fortuner,SUV,Diesel,Automatic,2026,Grey,1781768.0,2023-05-14,SOLD,2026-08-14 11:46:17
185,6,17,7432.0,JQBYCQYSIYICNKQHK,Fortuner,SUV,Diesel,Automatic,2026,Blue,3646960.0,2023-03-06,SOLD,2026-08-14 11:46:17
186,16,5,,NPTYRBKJKRYLUQVUM,Swift,Hatchback,Petrol,Manual,2021,Black,4436425.0,,AVAILABLE,2026-08-14 11:46:17
187,7,1,6132.0,JAFFLOOGMTYGCOUIJ,Nexon,SUV,Petrol,Manual,2024,Red,3893655.0,2025-07-05,SOLD,2026-08-14 11:46:17
188,12,25,9639.0,UNOIDZYYBMTGHSOFM,Civic,Sedan,Petrol,Automatic,2018,White,3929158.0,2020-10-18,SOLD,2026-08-14 11:46:17
189,13,37,,MYLPDCQPAHTWIAFEW,Scorpio,SUV,Diesel,Manual,2022,Grey,4159932.0,,AVAILABLE,2026-08-14 11:46:17
190,12,33,6033.0,QKQAGOGJTTYFRYJUK,Civic,Sedan,Petrol,Automatic,2024,Grey,3732408.0,2020-08-24,SOLD,2026-08-14 11:46:17
191,8,16,,NXVXQNUHWWITCFYGK,Civic,Sedan,Petrol,Automatic,2018,Grey,3531762.0,,AVAILABLE,2026-08-14 11:46:17
192,5,17,2415.0,IZLGKSOFTKTPHUCHT,Model 3,Sedan,Electric,Automatic,2020,White,2575465.0,2022-11-07,SOLD,2026-08-14 11:46:17
193,4,50,6298.0,AXWBQSGOINZPHOWCY,Punch,SUV,Petrol,Manual,2026,Black,1174010.0,2024-06-16,SOLD,2026-08-14 11:46:17
194,14,11,,YIGGODDSYKEBXFIJC,Camry,Sedan,Hybrid,Automatic,2026,Blue,3035201.0,,AVAILABLE,2026-08-14 11:46:17
195,13,38,1457.0,NYAPNRCAWFMMYSDJJ,Verna,Sedan,Petrol,Automatic,2020,Silver,3388976.0,2021-03-23,SOLD,2026-08-14 11:46:17
196,7,48,106.0,HACPCPGBAFEGDWOFX,Fortuner,SUV,Diesel,Automatic,2018,White,4624873.0,2021-11-20,SOLD,2026-08-14 11:46:17
197,3,50,4725.0,GRVHWGTKDEGCKRSJG,Camry,Sedan,Hybrid,Automatic,2020,Silver,1931383.0,2024-10-31,SOLD,2026-08-14 11:46:17
198,6,46,,FXYTQBNZODMYGBGQN,XUV700,SUV,Diesel,Automatic,2026,White,2026595.0,,AVAILABLE,2026-08-14 11:46:17
199,15,37,,OVKFZQYOZHSNAWLSM,Thar,SUV,Diesel,Manual,2020,Black,994777.0,,AVAILABLE,2026-08-14 11:46:17
200,9,27,1790.0,CTDGMEMZPBRDUZWZZ,City,Sedan,Petrol,Automatic,2022,White,1169493.0,2021-11-11,SOLD,2026-08-14 11:46:17
201,13,8,,LRVYCXUOBBCPLQLKD,Venue,SUV,Petrol,Manual,2021,Red,748861.0,,AVAILABLE,2026-08-14 11:46:17
202,16,44,,QFRENRDAYDBZFDPPI,Harrier,SUV,Diesel,Automatic,2018,Grey,2732047.0,,AVAILABLE,2026-08-14 11:46:17
203,19,3,,YQFFHMPLGMWIPVHLM,Harrier,SUV,Diesel,Automatic,2024,Blue,560917.0,,AVAILABLE,2026-08-14 11:46:17
204,17,49,7754.0,JQTNYQSQBSNFXMDAB,Venue,SUV,Petrol,Manual,2023,Silver,4102518.0,2023-10-12,SOLD,2026-08-14 11:46:17
205,11,21,6529.0,SDJTSRQSAITHLBSSK,Creta,SUV,Petrol,Automatic,2023,Silver,980176.0,2024-03-30,SOLD,2026-08-14 11:46:17
206,4,1,6584.0,WKSZGZNKBTVHTIKND,City,Sedan,Petrol,Automatic,2019,Blue,715423.0,2021-07-22,SOLD,2026-08-14 11:46:17
207,9,45,7786.0,WSWVTBEAVWMWWFFPS,Creta,SUV,Petrol,Automatic,2021,White,3965557.0,2025-10-10,SOLD,2026-08-14 11:46:17
208,11,2,5334.0,VDALCVMFGHBJQZMMD,Baleno,Hatchback,Petrol,Automatic,2025,Red,2459231.0,2024-12-24,SOLD,2026-08-14 11:46:17
209,20,6,7801.0,SEQRVOTOEEZIBOVCD,Baleno,Hatchback,Petrol,Automatic,2022,Blue,3728427.0,2021-02-15,SOLD,2026-08-14 11:46:17
210,7,46,9370.0,DFEGTHYZDZLJFRYPA,XUV700,SUV,Diesel,Automatic,2020,Red,766302.0,2025-08-28,SOLD,2026-08-14 11:46:17
211,3,20,7649.0,OFGASHBHZGIUTMHSA,Sonet,SUV,Diesel,Manual,2019,Red,4243724.0,2021-11-19,SOLD,2026-08-14 11:46:17
212,18,16,,JXMOCFQDHHXHUMLRI,Creta,SUV,Petrol,Automatic,2019,Red,1250208.0,,AVAILABLE,2026-08-14 11:46:17
213,1,11,4594.0,KRTHQDYTHCKPFAPHD,Swift,Hatchback,Petrol,Manual,2025,Grey,2661144.0,2022-06-21,SOLD,2026-08-14 11:46:17
214,4,43,8061.0,KOVZBFAWBBYNQHZZU,XUV700,SUV,Diesel,Automatic,2021,Blue,3291738.0,2021-01-05,SOLD,2026-08-14 11:46:17
215,20,5,6253.0,SYLEWDKBJOLURVWDZ,Swift,Hatchback,Petrol,Manual,2021,Black,4165505.0,2026-04-20,SOLD,2026-08-14 11:46:17
216,9,8,,OXCGRMHOVSGFNADYZ,Verna,Sedan,Petrol,Automatic,2023,Grey,1247755.0,,AVAILABLE,2026-08-14 11:46:17
217,19,13,2088.0,BUGAFIKIWGLAKESYO,Harrier,SUV,Diesel,Automatic,2018,Silver,3689307.0,2023-07-07,SOLD,2026-08-14 11:46:17
218,2,38,,MDFOBTEJYESHCBHYU,Sonet,SUV,Diesel,Manual,2024,Silver,3756000.0,,AVAILABLE,2026-08-14 11:46:17
219,12,44,9857.0,REMGIHQJGFVDOREVR,XUV700,SUV,Diesel,Automatic,2024,White,1394107.0,2022-06-28,SOLD,2026-08-14 11:46:17
220,18,30,,NSEGKTJSOBAQOOPDY,Swift,Hatchback,Petrol,Manual,2021,Red,2989936.0,,AVAILABLE,2026-08-14 11:46:17
221,15,10,,PBSMNFSRAKVLVRISZ,Model 3,Sedan,Electric,Automatic,2023,Silver,788097.0,,AVAILABLE,2026-08-14 11:46:17
222,17,45,,TJPCSBWXBFZRQBQQQ,Harrier,SUV,Diesel,Automatic,2021,Red,4512126.0,,AVAILABLE,2026-08-14 11:46:17
223,10,46,,BDXKMSEDAGZMEXYTV,Fortuner,SUV,Diesel,Automatic,2020,Grey,3294619.0,,AVAILABLE,2026-08-14 11:46:17
224,7,47,862.0,QGFTYREUXDAZJKCYS,Creta,SUV,Petrol,Automatic,2024,Silver,4589485.0,2022-01-03,SOLD,2026-08-14 11:46:17
225,6,2,6922.0,FQQSJFAOGVMGQIRUX,Sonet,SUV,Diesel,Manual,2024,Red,3421812.0,2025-04-23,SOLD,2026-08-14 11:46:17
226,3,34,,MNTMIAKJSUVCWRLHV,Verna,Sedan,Petrol,Automatic,2026,Red,2136551.0,,AVAILABLE,2026-08-14 11:46:17
227,4,9,9510.0,MYOTFCSUZYZBRPNYT,Swift,Hatchback,Petrol,Manual,2025,Grey,3050757.0,2020-08-09,SOLD,2026-08-14 11:46:17
228,6,37,7905.0,MTPLUPNNZTYEFDSUQ,XUV700,SUV,Diesel,Automatic,2021,Black,1714862.0,2023-04-07,SOLD,2026-08-14 11:46:17
229,7,48,9432.0,ROUSXZUZRZOKTJKBD,Nexon,SUV,Petrol,Manual,2024,Red,1738204.0,2021-02-21,SOLD,2026-08-14 11:46:17
230,6,4,7764.0,FUPSURUGUUAWCEZRB,Harrier,SUV,Diesel,Automatic,2019,Blue,940168.0,2022-01-05,SOLD,2026-08-14 11:46:17
231,11,38,6620.0,GVKSGEXKXGPBQYPOR,Camry,Sedan,Hybrid,Automatic,2019,Black,785152.0,2022-09-30,SOLD,2026-08-14 11:46:17
232,13,32,2827.0,KZMCSQJWJJOAPHOEQ,Verna,Sedan,Petrol,Automatic,2025,Grey,1251712.0,2024-03-17,SOLD,2026-08-14 11:46:17
233,13,18,1967.0,RGLYTFUXJDLNLYXUY,City,Sedan,Petrol,Automatic,2019,Red,1193209.0,2021-04-22,SOLD,2026-08-14 11:46:17
234,17,15,9382.0,SZIVLHKKGTFQHKXLL,Nexon,SUV,Petrol,Manual,2019,Blue,2796170.0,2025-05-18,SOLD,2026-08-14 11:46:17
235,6,25,7106.0,EJKZEGXUVQBLENPBH,Civic,Sedan,Petrol,Automatic,2019,Silver,1550559.0,2023-05-07,SOLD,2026-08-14 11:46:17
236,3,46,,AGZNXTXKQDYZHCBSN,Sonet,SUV,Diesel,Manual,2024,Blue,665644.0,,AVAILABLE,2026-08-14 11:46:17
237,18,34,,OIOQZCYZNZZMDPZGP,Civic,Sedan,Petrol,Automatic,2021,Grey,1540936.0,,AVAILABLE,2026-08-14 11:46:17
238,4,12,88.0,OHXZPBHEMGXTEGQJW,Model 3,Sedan,Electric,Automatic,2023,White,4251661.0,2026-03-22,SOLD,2026-08-14 11:46:17
239,2,9,,CCPVUCFBLLQCPJRXL,Virtus,Sedan,Petrol,Automatic,2019,Blue,1852329.0,,AVAILABLE,2026-08-14 11:46:17
240,9,49,,GDDWICBFTEZDZLJJA,Nexon EV,SUV,Electric,Automatic,2026,Silver,1546203.0,,AVAILABLE,2026-08-14 11:46:17
241,12,35,2.0,XZBWWBJLYWNRDRVLT,Scorpio,SUV,Diesel,Manual,2018,Blue,3021615.0,2022-10-14,SOLD,2026-08-14 11:46:17
242,10,43,9455.0,XATHZPPJHUUABJLKX,Sonet,SUV,Diesel,Manual,2026,Silver,3125097.0,2025-07-01,SOLD,2026-08-14 11:46:17
243,20,35,,HDRPNDTGRBFRXHDPW,Seltos,SUV,Petrol,Automatic,2018,Black,1330548.0,,AVAILABLE,2026-08-14 11:46:17
244,2,13,,OCKCADNXIODNPEZDN,XUV700,SUV,Diesel,Automatic,2020,Blue,2305336.0,,AVAILABLE,2026-08-14 11:46:17
245,18,14,2106.0,ENKXLLDMXHFWSWWNZ,Virtus,Sedan,Petrol,Automatic,2026,Silver,1123774.0,2024-09-24,SOLD,2026-08-14 11:46:17
246,9,25,1365.0,YRASLUYEAQDFPOQSP,Scorpio,SUV,Diesel,Manual,2020,Blue,4068038.0,2022-11-07,SOLD,2026-08-14 11:46:17
247,7,5,3157.0,YKBAXFCVDPXNLMZPL,Venue,SUV,Petrol,Manual,2020,Red,4790164.0,2024-03-04,SOLD,2026-08-14 11:46:17
248,5,21,9890.0,XKCGCJVPZFHVWRXVA,Camry,Sedan,Hybrid,Automatic,2022,White,1150323.0,2022-10-10,SOLD,2026-08-14 11:46:17
249,18,8,5397.0,ETPKMKYQRCDCLWSVD,Sonet,SUV,Diesel,Manual,2023,Silver,3543550.0,2020-12-30,SOLD,2026-08-14 11:46:17
250,5,15,,ROTAYMOQICUSGCEWA,Venue,SUV,Petrol,Manual,2021,Red,3663813.0,,AVAILABLE,2026-08-14 11:46:17
251,4,8,5023.0,GFVAFRGMNIHWRXFKW,Scorpio,SUV,Diesel,Manual,2019,Blue,4607218.0,2026-08-08,SOLD,2026-08-14 11:46:17
252,12,45,9037.0,AKWQXPCWBTYLMYYIK,Virtus,Sedan,Petrol,Automatic,2018,Black,1331027.0,2023-01-15,SOLD,2026-08-14 11:46:17
253,11,49,,JPKQELKNPYSTDBQSA,Fortuner,SUV,Diesel,Automatic,2026,Blue,4960073.0,,AVAILABLE,2026-08-14 11:46:17
254,13,31,,XGXEUSAQOGUORKMNQ,Virtus,Sedan,Petrol,Automatic,2026,Grey,579670.0,,AVAILABLE,2026-08-14 11:46:17
255,5,43,,ZUTTYQROTLJHYGDEQ,XUV700,SUV,Diesel,Automatic,2018,Grey,2742861.0,,AVAILABLE,2026-08-14 11:46:17
256,12,46,6853.0,NWQGVPZHNUEACDASG,Creta,SUV,Petrol,Automatic,2025,Silver,2035992.0,2025-02-18,SOLD,2026-08-14 11:46:17
257,15,33,,RTWGSWOQCEIFSBEOG,Verna,Sedan,Petrol,Automatic,2026,Grey,4088353.0,,AVAILABLE,2026-08-14 11:46:17
258,8,20,6661.0,JJLSMEHHHDJABMVCI,Punch,SUV,Petrol,Manual,2019,White,1256154.0,2023-07-04,SOLD,2026-08-14 11:46:17
259,8,6,1386.0,DHYDKGTAWAHXRFNKC,Scorpio,SUV,Diesel,Manual,2018,Red,4634329.0,2023-03-16,SOLD,2026-08-14 11:46:17
260,17,47,8438.0,XRWVZKKDVJNWZMILX,XUV700,SUV,Diesel,Automatic,2024,White,1545988.0,2025-12-20,SOLD,2026-08-14 11:46:17
261,20,13,8755.0,ENLNQUSUREKCCRHVW,Nexon,SUV,Petrol,Manual,2026,Grey,2548718.0,2023-11-14,SOLD,2026-08-14 11:46:17
262,20,3,2762.0,FOGJENTIWSLGRYBVO,Model 3,Sedan,Electric,Automatic,2020,White,2388012.0,2025-11-14,SOLD,2026-08-14 11:46:17
263,12,9,835.0,XIWIJGWZDEEBAVUTU,Seltos,SUV,Petrol,Automatic,2024,Black,4656621.0,2024-09-27,SOLD,2026-08-14 11:46:17
264,12,8,4093.0,DGLWZHCJGGSVAPHUY,Swift,Hatchback,Petrol,Manual,2022,Silver,1488726.0,2026-01-17,SOLD,2026-08-14 11:46:17
265,16,19,,OXHBTPSQFIIIIHTPP,Venue,SUV,Petrol,Manual,2021,Silver,3801936.0,,AVAILABLE,2026-08-14 11:46:17
266,17,3,8000.0,ZYGDVWRPGGOFKDKND,City,Sedan,Petrol,Automatic,2018,Blue,3484197.0,2020-08-23,SOLD,2026-08-14 11:46:17
267,15,22,85.0,BUAXNDUHKEOTISGTG,Verna,Sedan,Petrol,Automatic,2024,Silver,2061604.0,2023-12-03,SOLD,2026-08-14 11:46:17
268,1,7,1389.0,NQLHMZTDBUFEOCTHB,Camry,Sedan,Hybrid,Automatic,2020,Red,4814417.0,2025-12-07,SOLD,2026-08-14 11:46:17
269,4,32,,XUIKRVXTRMFIYRNIZ,Nexon,SUV,Petrol,Manual,2021,Red,2598282.0,,AVAILABLE,2026-08-14 11:46:17
270,13,24,2985.0,IHDYZLXVVUSASXMMZ,Verna,Sedan,Petrol,Automatic,2019,Red,2760576.0,2026-01-06,SOLD,2026-08-14 11:46:17
271,15,11,7111.0,ESVMRIPBSUQIKGAYE,XUV700,SUV,Diesel,Automatic,2021,White,3513496.0,2020-01-24,SOLD,2026-08-14 11:46:17
272,7,19,,BLLCQSAIHHECJETPE,Nexon EV,SUV,Electric,Automatic,2023,White,4032071.0,,AVAILABLE,2026-08-14 11:46:17
273,6,43,4355.0,ETFGVAMKPCQLMDGHJ,Thar,SUV,Diesel,Manual,2025,Blue,4032403.0,2021-05-01,SOLD,2026-08-14 11:46:17
274,16,44,6552.0,OGAWTAYZDYDIESSTK,XUV700,SUV,Diesel,Automatic,2020,White,3761897.0,2025-08-17,SOLD,2026-08-14 11:46:17
275,4,2,,XYAKHZKKAKDFZCNMR,XUV700,SUV,Diesel,Automatic,2018,Grey,4694311.0,,AVAILABLE,2026-08-14 11:46:17
276,8,4,9783.0,NJGTNYZYPMYSHJNKO,Swift,Hatchback,Petrol,Manual,2025,Silver,4143411.0,2020-02-02,SOLD,2026-08-14 11:46:17
277,10,32,4060.0,DMIGNGOIGHBDYZRNW,Punch,SUV,Petrol,Manual,2020,Black,4788590.0,2021-09-16,SOLD,2026-08-14 11:46:17
278,9,50,4053.0,FRTYUPHFQXUPLYPMS,Harrier,SUV,Diesel,Automatic,2025,Grey,2164404.0,2024-10-23,SOLD,2026-08-14 11:46:17
279,4,45,3092.0,EVWIAIIMFZFUTMHNH,Seltos,SUV,Petrol,Automatic,2019,Black,2424214.0,2021-09-01,SOLD,2026-08-14 11:46:17
280,13,3,2396.0,OJYZAZYINHGCDAWAG,Venue,SUV,Petrol,Manual,2021,White,648154.0,2024-10-12,SOLD,2026-08-14 11:46:17
281,2,25,3792.0,BZYWAIUBWMAWCXTEL,Camry,Sedan,Hybrid,Automatic,2024,Red,3320064.0,2022-06-27,SOLD,2026-08-14 11:46:17
282,2,33,4986.0,AMNVIJCCJDYCMIJXS,Camry,Sedan,Hybrid,Automatic,2023,Silver,2758599.0,2021-03-26,SOLD,2026-08-14 11:46:17
283,12,46,,TDKPHFNXVNCOPSHDK,Camry,Sedan,Hybrid,Automatic,2020,White,898931.0,,AVAILABLE,2026-08-14 11:46:17
284,1,4,,SOSLDUGFCJDCEPXYL,Swift,Hatchback,Petrol,Manual,2022,Blue,4459910.0,,AVAILABLE,2026-08-14 11:46:17
285,4,28,,NSQLHNOECUBDKVLJN,Scorpio,SUV,Diesel,Manual,2023,Silver,4621208.0,,AVAILABLE,2026-08-14 11:46:17
286,10,8,9041.0,HFNALKKDGJBWKFKEF,Harrier,SUV,Diesel,Automatic,2023,Grey,3278405.0,2021-06-17,SOLD,2026-08-14 11:46:17
287,12,48,6089.0,XFBBEPOPNIJOVJTBO,Virtus,Sedan,Petrol,Automatic,2021,Blue,2814810.0,2022-09-02,SOLD,2026-08-14 11:46:17
288,13,6,,VLPVSHDBTQUWKAZLS,Harrier,SUV,Diesel,Automatic,2018,Blue,1509605.0,,AVAILABLE,2026-08-14 11:46:17
289,7,13,1227.0,HOPRGYOJDOYHYFBWO,City,Sedan,Petrol,Automatic,2022,Grey,3376436.0,2026-02-16,SOLD,2026-08-14 11:46:17
290,16,49,2518.0,RWCRBPTFDWOKHPUPH,Thar,SUV,Diesel,Manual,2021,Red,1572332.0,2020-06-28,SOLD,2026-08-14 11:46:17
291,18,46,9181.0,UBHSLSTHUABVPPXPS,Venue,SUV,Petrol,Manual,2025,Grey,3570331.0,2023-11-23,SOLD,2026-08-14 11:46:17
292,4,28,8582.0,DPCKRJTAJVZJLIYZN,Punch,SUV,Petrol,Manual,2020,Blue,683499.0,2025-08-25,SOLD,2026-08-14 11:46:17
293,9,45,,GCIXJTBIIQQZATSCF,XUV700,SUV,Diesel,Automatic,2021,Grey,1009971.0,,AVAILABLE,2026-08-14 11:46:17
294,13,32,1229.0,EKPFRBFVRWCERPFYI,Sonet,SUV,Diesel,Manual,2026,Red,4172070.0,2021-11-08,SOLD,2026-08-14 11:46:17
295,18,50,4449.0,QKEMEDTGOXPYWOTXR,Fortuner,SUV,Diesel,Automatic,2018,Black,2044060.0,2022-04-27,SOLD,2026-08-14 11:46:17
296,19,14,8402.0,DTUVEROKFVFBCZBNF,Virtus,Sedan,Petrol,Automatic,2026,Silver,4726329.0,2025-02-08,SOLD,2026-08-14 11:46:17
297,10,15,9047.0,BIMFNANIMVAXMADOP,Verna,Sedan,Petrol,Automatic,2021,White,1935367.0,2021-05-02,SOLD,2026-08-14 11:46:17
298,18,16,,QJEPAHDFLUKMCHNPF,Verna,Sedan,Petrol,Automatic,2022,Black,1742683.0,,AVAILABLE,2026-08-14 11:46:17
299,9,4,3441.0,TNEHYMPBOUICENJGI,Creta,SUV,Petrol,Automatic,2018,Grey,1474629.0,2025-12-29,SOLD,2026-08-14 11:46:17
300,12,41,5318.0,QMBZKFATKNSXLVPHK,Model 3,Sedan,Electric,Automatic,2020,Red,2714912.0,2020-12-06,SOLD,2026-08-14 11:46:17
301,20,19,171.0,VABRUMNMEYYTHVAES,Swift,Hatchback,Petrol,Manual,2022,Black,2339450.0,2023-12-27,SOLD,2026-08-14 11:46:17
302,9,2,9557.0,AHGPVRDMFNDLVFJGQ,Sonet,SUV,Diesel,Manual,2022,Grey,3704288.0,2021-03-11,SOLD,2026-08-14 11:46:17
303,20,36,3615.0,FSBLMKKHLNZKETEWP,Thar,SUV,Diesel,Manual,2021,Blue,2754803.0,2023-08-21,SOLD,2026-08-14 11:46:17
304,13,10,,ODSRKWGFXMZCPRZOR,City,Sedan,Petrol,Automatic,2023,Black,4139846.0,,AVAILABLE,2026-08-14 11:46:17
305,16,6,,RUUOJVXNJPTTQVIQM,Civic,Sedan,Petrol,Automatic,2020,Black,2052127.0,,AVAILABLE,2026-08-14 11:46:17
306,19,32,345.0,KOGBXEIGIMHVYTRIE,Scorpio,SUV,Diesel,Manual,2020,Red,1866660.0,2023-06-24,SOLD,2026-08-14 11:46:17
307,20,13,,QMNLUMAGXBFKIOCVB,Punch,SUV,Petrol,Manual,2021,Red,4076860.0,,AVAILABLE,2026-08-14 11:46:17
308,13,7,,KVHVKHUYODXATUGQP,Seltos,SUV,Petrol,Automatic,2019,Red,598889.0,,AVAILABLE,2026-08-14 11:46:17
309,13,2,717.0,IFNTOUVYPGOAXNCML,Harrier,SUV,Diesel,Automatic,2019,Silver,2583251.0,2021-06-25,SOLD,2026-08-14 11:46:17
310,5,41,,YSRHXRFOKFDIJOYBP,Model 3,Sedan,Electric,Automatic,2019,Blue,578820.0,,AVAILABLE,2026-08-14 11:46:17
311,11,46,,XOUZULKQIECEHASSZ,Punch,SUV,Petrol,Manual,2025,Black,4530100.0,,AVAILABLE,2026-08-14 11:46:17
312,10,22,,XWXSRTFDVBPITLSAO,Civic,Sedan,Petrol,Automatic,2026,Grey,968717.0,,AVAILABLE,2026-08-14 11:46:17
313,9,41,,IUUMXUOCMAQVRFMUK,Sonet,SUV,Diesel,Manual,2019,Blue,873509.0,,AVAILABLE,2026-08-14 11:46:17
314,10,7,6805.0,YKOLUIUHLICCLJHEB,Seltos,SUV,Petrol,Automatic,2021,White,510153.0,2021-08-03,SOLD,2026-08-14 11:46:17
315,8,28,,GMJQIWQTBRBPXEXWB,Fortuner,SUV,Diesel,Automatic,2021,Grey,2906240.0,,AVAILABLE,2026-08-14 11:46:17
316,13,44,1805.0,IAYRRUQMVZUPKWICH,Harrier,SUV,Diesel,Automatic,2022,Silver,1353425.0,2022-07-08,SOLD,2026-08-14 11:46:17
317,3,40,,ZOUMLDEFJRDNHTFST,Swift,Hatchback,Petrol,Manual,2018,Blue,1211390.0,,AVAILABLE,2026-08-14 11:46:17
318,5,12,9825.0,MPSERXQBYHLMEESDQ,Camry,Sedan,Hybrid,Automatic,2020,Grey,4067209.0,2022-01-12,SOLD,2026-08-14 11:46:17
319,10,40,1703.0,BWDNDRZFLAUGCFMDK,Verna,Sedan,Petrol,Automatic,2023,Silver,4688019.0,2023-01-15,SOLD,2026-08-14 11:46:17
320,3,1,2402.0,OMNJSXNQYPFQUVCXL,XUV700,SUV,Diesel,Automatic,2024,Red,1739670.0,2023-08-04,SOLD,2026-08-14 11:46:17
321,16,5,4563.0,MXZUIYOATPNYYTTVZ,Harrier,SUV,Diesel,Automatic,2023,Black,1258724.0,2021-08-15,SOLD,2026-08-14 11:46:17
322,6,50,8098.0,ZBUATZNLALZLKKPMR,Fortuner,SUV,Diesel,Automatic,2024,Blue,4537340.0,2024-10-02,SOLD,2026-08-14 11:46:17
323,11,9,9001.0,YXCPUXGFOIDZRZJSO,Creta,SUV,Petrol,Automatic,2025,Blue,4977592.0,2025-07-29,SOLD,2026-08-14 11:46:17
324,18,15,,ARFPANOGVERDVRQFA,Fortuner,SUV,Diesel,Automatic,2026,Blue,4038656.0,,AVAILABLE,2026-08-14 11:46:17
325,8,45,,QKSYYMWFARGQVTWPQ,Punch,SUV,Petrol,Manual,2021,White,524042.0,,AVAILABLE,2026-08-14 11:46:17
326,12,36,1805.0,HRDTDTWWBTRYRPPHU,Civic,Sedan,Petrol,Automatic,2023,Black,3430539.0,2020-09-01,SOLD,2026-08-14 11:46:17
327,10,30,9036.0,KGPXQMWEQYVOREQOX,XUV700,SUV,Diesel,Automatic,2021,Black,2534215.0,2024-09-20,SOLD,2026-08-14 11:46:17
328,2,48,,NXLLTXPZMHIMDWKPE,XUV700,SUV,Diesel,Automatic,2024,Grey,1700213.0,,AVAILABLE,2026-08-14 11:46:17
329,1,45,1737.0,EHYPEMDZYNMOWYEBC,Camry,Sedan,Hybrid,Automatic,2025,Blue,1118830.0,2026-07-10,SOLD,2026-08-14 11:46:17
330,6,2,1295.0,NQYQTUXZZRLBBABEI,XUV700,SUV,Diesel,Automatic,2018,Blue,1146470.0,2022-09-30,SOLD,2026-08-14 11:46:17
331,14,10,2296.0,MTRUCREUHQMTJAYIU,Scorpio,SUV,Diesel,Manual,2025,Red,3012452.0,2025-11-30,SOLD,2026-08-14 11:46:17
332,11,29,,ACTUDXUICYLIKRHVC,Nexon,SUV,Petrol,Manual,2018,Grey,1807677.0,,AVAILABLE,2026-08-14 11:46:17
333,2,39,179.0,HVZFKKZNKCTDGREYY,Scorpio,SUV,Diesel,Manual,2025,Blue,4053588.0,2024-06-11,SOLD,2026-08-14 11:46:17
334,9,37,3725.0,PHGREPBOGYNLTVUXK,Seltos,SUV,Petrol,Automatic,2022,White,1815339.0,2024-10-01,SOLD,2026-08-14 11:46:17
335,17,25,6561.0,VRMKHVFTYJIXMBEHV,XUV700,SUV,Diesel,Automatic,2024,Black,2336320.0,2020-08-17,SOLD,2026-08-14 11:46:17
336,18,39,7675.0,EWFJCRQCIKHDPVRFC,Punch,SUV,Petrol,Manual,2024,Red,3127225.0,2025-05-09,SOLD,2026-08-14 11:46:17
337,6,4,3191.0,WLMVRIJNUWZXSJGJS,Baleno,Hatchback,Petrol,Automatic,2019,White,1409332.0,2023-01-10,SOLD,2026-08-14 11:46:17
